ID;Brand;Model;Color;Mileage;Condition
593;Lexus;Generic Model 1;Silver;61483;New
594;Lexus;Generic Model 3;Green;199456;Used
595;Ford;Focus;Black;12866;Used
596;Porsche;Generic Model 1;White;145327;New
597;Volkswagen;Generic Model 3;Blue;123624;New
598;Subaru;Generic Model 2;Red;153169;New
599;Land Rover;Generic Model 3;Silver;142326;New
600;Mazda;Generic Model 1;Green;191181;Used
601;Land Rover;Generic Model 1;Black;48766;New
602;Chevrolet;Generic Model 3;Blue;80495;New
603;Mazda;Generic Model 2;White;123091;New
604;Kia;Generic Model 2;White;4768;New
605;Volkswagen;Generic Model 2;Silver;185140;New
606;Ford;Focus;Black;166380;Used
607;Jaguar;Generic Model 3;Blue;91357;Used
608;Hyundai;Generic Model 3;Black;37813;Used
609;Jaguar;Generic Model 3;Silver;44033;New
610;Nissan;Generic Model 2;White;27059;New
611;Porsche;Generic Model 1;White;55244;Used
612;Jeep;Generic Model 1;Red;65206;Used
613;Subaru;Generic Model 2;White;95240;New
614;Mercedes-Benz;Generic Model 3;Green;50965;Used
615;Chevrolet;Generic Model 2;Red;192101;Used
616;Lexus;Generic Model 1;Green;124317;New
617;Ford;Explorer;Blue;197112;New
618;Volkswagen;Generic Model 2;Silver;179987;Used
619;Jaguar;Generic Model 1;Blue;172128;Used
620;Audi;Generic Model 1;White;140152;Used
621;Jeep;Generic Model 1;Green;19883;New
622;Mazda;Generic Model 3;Red;151874;Used
623;Volkswagen;Generic Model 1;Red;176581;New
624;Chevrolet;Generic Model 1;Blue;76723;Used
625;Volvo;Generic Model 2;Silver;5290;Used
626;Volvo;Generic Model 1;Silver;31159;Used
627;Nissan;Generic Model 1;Blue;79967;New
628;Tesla;Generic Model 2;Blue;53187;Used
629;Mazda;Generic Model 3;Black;176018;New
630;Land Rover;Generic Model 2;Silver;195491;New
631;Volvo;Generic Model 3;Green;163067;Used
632;Porsche;Generic Model 2;White;107368;Used
633;BMW;Generic Model 3;Blue;136883;Used
634;Chevrolet;Generic Model 1;Blue;35189;New
635;BMW;Generic Model 2;Green;131236;Used
636;Jaguar;Generic Model 3;Red;18695;Used
637;Porsche;Generic Model 1;Green;137140;New
638;Mercedes-Benz;Generic Model 1;Silver;77763;Used
639;Subaru;Generic Model 2;Black;69289;Used
640;Honda;CR-V;Green;105205;New
641;Land Rover;Generic Model 1;Black;88412;Used
642;Honda;Odyssey;Black;88731;New
643;BMW;Generic Model 1;Blue;137720;New
644;Hyundai;Generic Model 1;Silver;26990;New
645;Tesla;Generic Model 1;Red;133035;Used
646;Volkswagen;Generic Model 2;Red;189460;Used
647;Mazda;Generic Model 1;Blue;107020;New
648;Jaguar;Generic Model 3;Silver;23736;New
649;Lexus;Generic Model 1;White;93214;New
650;Nissan;Generic Model 2;Red;136683;Used
651;Volvo;Generic Model 3;Blue;45375;Used
652;Honda;Accord;Silver;27778;Used
653;Hyundai;Generic Model 2;Green;180706;Used
654;BMW;Generic Model 1;White;112217;Used
655;Audi;Generic Model 1;Green;102768;New
656;Nissan;Generic Model 3;Blue;63782;New
657;Nissan;Generic Model 1;Black;160042;New
658;Toyota;Prius;Red;119296;Used
659;Mercedes-Benz;Generic Model 1;Blue;30972;Used
660;Land Rover;Generic Model 1;Red;140219;New
661;Toyota;Camry;Green;82399;New
662;Subaru;Generic Model 3;Red;198547;New
663;Volkswagen;Generic Model 3;Black;91676;New
664;Mazda;Generic Model 3;Silver;81434;New
665;Honda;CR-V;White;123909;Used
666;Tesla;Generic Model 2;Green;25683;Used
667;Jeep;Generic Model 1;White;197026;New
668;BMW;Generic Model 1;Blue;88028;New
669;Lexus;Generic Model 3;Green;107092;Used
670;Mercedes-Benz;Generic Model 2;Silver;140577;New
671;Jeep;Generic Model 2;Blue;12077;New
672;Porsche;Generic Model 2;Green;146021;New
673;Kia;Generic Model 2;Black;115456;Used
674;Subaru;Generic Model 1;Green;177166;New
675;Audi;Generic Model 1;White;112496;Used
676;Mercedes-Benz;Generic Model 1;Black;43452;New
677;Honda;Accord;Black;110067;Used
678;Jaguar;Generic Model 2;Red;114064;Used
679;Volvo;Generic Model 1;Silver;65399;Used
680;Chevrolet;Generic Model 3;Silver;199928;Used
681;Tesla;Generic Model 1;White;6475;Used
682;Lexus;Generic Model 1;Silver;84611;Used
683;Audi;Generic Model 1;Blue;56441;Used
684;Subaru;Generic Model 1;Red;107316;Used
685;BMW;Generic Model 3;Black;150187;Used
686;Porsche;Generic Model 3;Red;186578;New
687;Volkswagen;Generic Model 1;Red;118957;Used
688;Volvo;Generic Model 3;Green;1248;New
689;Chevrolet;Generic Model 2;Silver;65993;New
690;Jaguar;Generic Model 1;White;78615;Used
691;Volvo;Generic Model 2;White;118485;Used
692;Land Rover;Generic Model 2;White;94477;Used
693;Ford;F-150;White;122177;New
694;Kia;Generic Model 2;Black;10615;Used
695;Porsche;Generic Model 2;Green;126112;Used
696;Jaguar;Generic Model 1;White;74986;Used
697;Mazda;Generic Model 1;Black;174421;Used
698;Toyota;Corolla;Silver;158726;New
699;Mercedes-Benz;Generic Model 3;Black;162831;Used
700;Ford;Edge;Red;53426;Used
701;Mercedes-Benz;Generic Model 1;Silver;170287;Used
702;Nissan;Generic Model 1;Silver;9157;New
703;Ford;Focus;Blue;86418;New
704;Audi;Generic Model 2;White;140160;Used
705;Nissan;Generic Model 2;Blue;108641;Used
706;Jeep;Generic Model 2;Blue;194443;New
707;Lexus;Generic Model 1;Red;38610;New
708;Kia;Generic Model 3;White;188251;New
709;Kia;Generic Model 1;Blue;192059;New
710;Tesla;Generic Model 3;Green;154028;Used
711;Land Rover;Generic Model 2;Green;113745;Used
712;Hyundai;Generic Model 3;Silver;80910;Used
713;Lexus;Generic Model 3;White;109757;Used
714;Land Rover;Generic Model 2;Green;34735;Used
715;Audi;Generic Model 2;Blue;136674;New
716;Jaguar;Generic Model 2;Red;138775;Used
717;BMW;Generic Model 1;Silver;111965;Used
718;Subaru;Generic Model 2;Black;168800;Used
719;Hyundai;Generic Model 2;Blue;176180;Used
720;Nissan;Generic Model 1;Red;24040;Used
721;Ford;F-150;Green;134666;Used
722;Subaru;Generic Model 1;Black;55046;New
723;Kia;Generic Model 3;Green;80770;Used
724;Volkswagen;Generic Model 1;White;174786;Used
725;Audi;Generic Model 3;Silver;113882;New
726;Audi;Generic Model 3;White;167254;New
727;BMW;Generic Model 1;Red;106577;New
728;Kia;Generic Model 2;Black;154539;Used
729;Porsche;Generic Model 1;Silver;146;Used
730;Volkswagen;Generic Model 1;Red;174669;New
731;Mazda;Generic Model 1;Silver;61568;Used
732;Mazda;Generic Model 1;Red;199266;New
733;Kia;Generic Model 1;White;195756;Used
734;Hyundai;Generic Model 2;Silver;54915;Used
735;Porsche;Generic Model 3;Blue;52044;New
736;Volvo;Generic Model 1;Black;76741;Used
737;Volvo;Generic Model 1;Black;139291;Used
738;Chevrolet;Generic Model 3;Red;50062;New
739;Chevrolet;Generic Model 1;Silver;101071;New
740;Tesla;Generic Model 2;Black;22056;New
741;Kia;Generic Model 2;Black;133156;New
742;BMW;Generic Model 1;Black;177925;New
743;Hyundai;Generic Model 1;Red;197702;New
744;Honda;Fit;Green;130450;Used
745;Tesla;Generic Model 1;Silver;22642;New
746;Hyundai;Generic Model 2;White;193860;New
747;Jaguar;Generic Model 1;Blue;187627;New
748;Audi;Generic Model 1;White;48586;New
749;Audi;Generic Model 2;Blue;116574;New
750;Porsche;Generic Model 1;White;17805;Used
751;Jeep;Generic Model 1;Blue;199695;Used
752;Volvo;Generic Model 2;White;195489;Used
753;Subaru;Generic Model 1;Green;81812;New
754;Porsche;Generic Model 3;Silver;21630;Used
755;Mazda;Generic Model 2;Black;178617;Used
756;Volvo;Generic Model 2;Green;104915;New
757;Mazda;Generic Model 3;White;83670;New
758;Volkswagen;Generic Model 3;Red;78978;Used
759;Hyundai;Generic Model 2;White;182667;New
760;Jaguar;Generic Model 1;Blue;122251;New
761;Subaru;Generic Model 2;Red;92702;New
762;Honda;Civic;Blue;17865;New
763;Volkswagen;Generic Model 2;Red;81266;New
764;Mercedes-Benz;Generic Model 3;Blue;165045;New
765;Volvo;Generic Model 2;Black;186252;New
766;Jeep;Generic Model 2;White;165479;Used
767;Audi;Generic Model 1;Red;156953;New
768;Land Rover;Generic Model 1;Black;31659;Used
769;Ford;F-150;Red;143370;Used
770;Volvo;Generic Model 1;Black;178662;Used
771;Land Rover;Generic Model 3;Blue;74562;Used
772;Ford;Focus;Silver;34958;Used
773;Subaru;Generic Model 3;Green;145556;New
774;Lexus;Generic Model 2;Red;124913;New
775;Tesla;Generic Model 1;Black;196837;Used
776;BMW;Generic Model 1;Silver;91884;Used
777;BMW;Generic Model 3;Green;17754;Used
778;BMW;Generic Model 3;White;109326;Used
779;Jaguar;Generic Model 3;Black;102337;Used
780;Lexus;Generic Model 2;Red;26917;Used
781;Mazda;Generic Model 3;Red;11238;New
782;Jaguar;Generic Model 1;Black;38297;Used
783;Mazda;Generic Model 1;Red;16645;Used
784;Porsche;Generic Model 2;Black;139813;Used
785;Land Rover;Generic Model 2;Red;180955;Used
786;Ford;Focus;Red;65170;New
787;Toyota;Corolla;Blue;39567;Used
788;Jeep;Generic Model 1;Green;197344;Used
789;Hyundai;Generic Model 3;Blue;126670;Used
790;Honda;Accord;Green;19050;Used
791;Nissan;Generic Model 1;Blue;51477;New
792;Tesla;Generic Model 1;White;7398;New
793;Tesla;Generic Model 2;Black;158894;New
794;Audi;Generic Model 1;Black;120426;New
795;Ford;Focus;Silver;100460;New
796;Jaguar;Generic Model 1;Green;123206;New
797;Volkswagen;Generic Model 2;Silver;138795;New
798;Volvo;Generic Model 3;White;94565;New
799;Toyota;Camry;Green;45412;Used
800;Chevrolet;Generic Model 3;White;21767;New
801;Land Rover;Generic Model 1;Blue;108814;New
802;Tesla;Generic Model 3;Blue;197124;Used
803;Audi;Generic Model 1;Black;3713;Used
804;Toyota;Corolla;Red;100753;Used
805;Lexus;Generic Model 1;Silver;169327;New
806;Porsche;Generic Model 1;Red;131754;New
807;Volkswagen;Generic Model 2;Blue;72747;Used
808;BMW;Generic Model 3;Green;30785;Used
809;Audi;Generic Model 3;Silver;2242;Used
810;Ford;Explorer;Green;152866;New
811;Land Rover;Generic Model 2;Black;159606;New
812;Kia;Generic Model 2;Black;32219;Used
813;Hyundai;Generic Model 1;Blue;83688;Used
814;BMW;Generic Model 1;Green;70278;New
815;Tesla;Generic Model 1;Black;131958;New
816;Volkswagen;Generic Model 3;White;184680;Used
817;Tesla;Generic Model 2;Black;104093;New
818;BMW;Generic Model 1;Green;105994;New
819;Volvo;Generic Model 2;Green;154637;Used
820;Subaru;Generic Model 2;Green;43056;New
821;Nissan;Generic Model 3;White;78149;New
822;Honda;Pilot;Silver;68155;New
823;Lexus;Generic Model 2;Green;46722;New
824;Audi;Generic Model 2;Blue;171448;New
825;Land Rover;Generic Model 1;White;39689;New
826;Mercedes-Benz;Generic Model 1;Red;26102;Used
827;Nissan;Generic Model 2;Red;56397;Used
828;Volkswagen;Generic Model 2;Green;129089;New
829;Chevrolet;Generic Model 2;Red;157961;Used
830;Jeep;Generic Model 1;White;168119;Used
831;Volkswagen;Generic Model 2;Black;76095;New
832;Chevrolet;Generic Model 1;Red;31958;Used
833;Jaguar;Generic Model 1;Black;142168;Used
834;Volvo;Generic Model 3;Silver;143977;New
835;BMW;Generic Model 1;Red;63364;Used
836;Kia;Generic Model 3;Red;122569;Used
837;Tesla;Generic Model 3;Silver;180285;Used
838;Mercedes-Benz;Generic Model 1;Silver;122232;Used
839;Lexus;Generic Model 2;Red;107627;Used
840;Audi;Generic Model 3;White;81538;New
841;Mercedes-Benz;Generic Model 3;Blue;63036;New
842;Volkswagen;Generic Model 2;Red;175559;Used
843;Volvo;Generic Model 1;Silver;88625;Used
844;BMW;Generic Model 2;Red;195573;Used
845;Hyundai;Generic Model 1;Green;195930;New
846;Mazda;Generic Model 1;Silver;83781;New
847;Lexus;Generic Model 3;Red;155335;Used
848;BMW;Generic Model 3;Green;26734;New
849;Audi;Generic Model 1;Red;152968;New
850;Jaguar;Generic Model 3;Red;34258;New
851;Nissan;Generic Model 1;Blue;93092;Used
852;Jeep;Generic Model 2;Blue;52593;Used
853;Mercedes-Benz;Generic Model 2;White;167277;Used
854;Toyota;Camry;Red;42247;Used
855;Mazda;Generic Model 1;White;39329;Used
856;Honda;Pilot;White;193760;Used
857;BMW;Generic Model 3;Blue;57532;Used
858;Ford;Explorer;White;108141;Used
859;Hyundai;Generic Model 3;White;41006;Used
860;Jaguar;Generic Model 1;Red;59537;Used
861;Porsche;Generic Model 1;Black;198004;New
862;Audi;Generic Model 3;Silver;111284;Used
863;Ford;Focus;Silver;103050;New
864;Porsche;Generic Model 1;White;130408;New
865;Mazda;Generic Model 3;Black;58004;Used
866;Mercedes-Benz;Generic Model 1;Green;130744;New
867;Land Rover;Generic Model 3;Silver;34251;Used
868;Tesla;Generic Model 2;Green;149699;Used
869;Hyundai;Generic Model 3;White;10694;New
870;BMW;Generic Model 2;Blue;112961;New
871;Ford;Focus;Silver;44598;Used
872;Jaguar;Generic Model 2;Red;37879;Used
873;Mercedes-Benz;Generic Model 1;Blue;64293;Used
874;Volvo;Generic Model 2;Green;146261;Used
875;Lexus;Generic Model 1;Red;191549;New
876;Honda;Fit;Black;6201;New
877;Audi;Generic Model 3;Black;127571;Used
878;Subaru;Generic Model 3;White;26064;Used
879;Kia;Generic Model 2;Green;87738;Used
880;BMW;Generic Model 3;Green;34680;Used
881;Ford;Edge;White;62333;New
882;Mercedes-Benz;Generic Model 3;Blue;156423;New
883;Lexus;Generic Model 3;White;113410;Used
884;Jeep;Generic Model 3;White;121117;Used
885;Nissan;Generic Model 1;Black;194791;New
886;Nissan;Generic Model 3;White;195771;New
887;Audi;Generic Model 3;White;118347;New
888;Jeep;Generic Model 1;Green;138944;New
889;Subaru;Generic Model 1;Green;105169;Used
890;Jeep;Generic Model 3;White;186142;Used
891;BMW;Generic Model 2;White;191820;New
892;Land Rover;Generic Model 1;White;121926;New
893;Volvo;Generic Model 3;Silver;179015;New
894;Nissan;Generic Model 1;Blue;114790;New
895;Audi;Generic Model 2;Red;179020;Used
896;Volkswagen;Generic Model 3;Blue;547;New
897;Volkswagen;Generic Model 2;White;29877;New
898;Chevrolet;Generic Model 2;White;28943;New
899;Volvo;Generic Model 1;Black;195829;Used
900;Porsche;Generic Model 2;Blue;1169;New
901;Ford;F-150;White;134367;New
902;Tesla;Generic Model 3;Red;141269;Used
903;Jaguar;Generic Model 1;White;22524;New
904;Mazda;Generic Model 2;White;50010;Used
905;Volvo;Generic Model 3;Silver;82472;New
906;Chevrolet;Generic Model 1;Silver;96029;New
907;Lexus;Generic Model 3;Blue;67906;Used
908;Volkswagen;Generic Model 2;Blue;183007;New
909;Volvo;Generic Model 2;Blue;28625;Used
910;Tesla;Generic Model 1;Silver;48910;Used
911;BMW;Generic Model 1;Silver;51771;Used
912;BMW;Generic Model 2;White;192381;New
913;Honda;Pilot;White;57904;New
914;Toyota;Corolla;Green;43647;Used
915;Volkswagen;Generic Model 1;Black;125903;Used
916;Volvo;Generic Model 2;Blue;115088;New
917;Ford;Escape;Green;108778;Used
918;Hyundai;Generic Model 2;Silver;111668;Used
919;Land Rover;Generic Model 3;Silver;157995;New
920;Volvo;Generic Model 3;Green;27790;Used
921;Volkswagen;Generic Model 1;Black;70851;Used
922;Porsche;Generic Model 2;Silver;55829;New
923;Mazda;Generic Model 2;White;49424;Used
924;Mazda;Generic Model 3;White;5180;New
925;Nissan;Generic Model 1;Blue;19215;Used
926;Audi;Generic Model 2;Blue;75025;Used
927;Kia;Generic Model 3;White;13679;New
928;Ford;Escape;White;163350;Used
929;Nissan;Generic Model 1;White;22061;New
930;Mercedes-Benz;Generic Model 1;Green;184740;Used
931;Jaguar;Generic Model 3;Red;65498;New
932;Jaguar;Generic Model 1;Silver;182285;Used
933;Jeep;Generic Model 3;Green;12492;New
934;Mercedes-Benz;Generic Model 2;Black;161359;New
935;Porsche;Generic Model 3;Green;100986;Used
936;Tesla;Generic Model 3;Silver;177872;Used
937;Ford;Mustang;Silver;114157;Used
938;Tesla;Generic Model 3;White;148492;New
939;Porsche;Generic Model 1;White;61249;New
940;Land Rover;Generic Model 1;White;8839;Used
941;Mazda;Generic Model 3;Red;190074;Used
942;BMW;Generic Model 3;Blue;132687;Used
943;Ford;Mustang;Blue;134531;Used
944;Lexus;Generic Model 3;Green;76522;Used
945;Jaguar;Generic Model 2;Black;197985;New
946;Ford;F-150;Green;155708;Used
947;Ford;Focus;White;178371;Used
948;Mercedes-Benz;Generic Model 1;Green;187934;New
949;Hyundai;Generic Model 3;Red;26315;Used
950;Nissan;Generic Model 2;Blue;170278;New
951;Jeep;Generic Model 1;Blue;124510;New
952;Nissan;Generic Model 3;Green;61023;New
953;Subaru;Generic Model 1;Green;181851;New
954;Porsche;Generic Model 1;Blue;60356;New
955;Lexus;Generic Model 3;Blue;160246;Used
956;Volvo;Generic Model 3;Silver;155315;Used
957;Kia;Generic Model 2;Black;36125;Used
958;Nissan;Generic Model 3;Red;134970;Used
959;Audi;Generic Model 2;Silver;25731;New
960;Jeep;Generic Model 3;Blue;89070;New
961;BMW;Generic Model 1;Black;59672;New
962;BMW;Generic Model 3;White;50264;Used
963;Porsche;Generic Model 1;Blue;116707;Used
964;Land Rover;Generic Model 3;Black;67074;Used
965;Kia;Generic Model 3;White;179052;New
966;Jaguar;Generic Model 1;White;42167;Used
967;Lexus;Generic Model 1;Green;149971;Used
968;Mercedes-Benz;Generic Model 3;Green;152489;New
969;Hyundai;Generic Model 3;Red;109835;New
970;Mazda;Generic Model 3;Green;50755;Used
971;Volvo;Generic Model 2;Red;69267;New
972;Toyota;Camry;White;69601;New
973;Porsche;Generic Model 3;Silver;66796;Used
974;Honda;Civic;Silver;4056;Used
975;Toyota;Corolla;Black;180200;New
976;Kia;Generic Model 2;Red;23401;New
977;Tesla;Generic Model 1;Green;177130;New
978;Jaguar;Generic Model 1;Silver;171171;New
979;Jeep;Generic Model 3;Red;114868;New
980;Porsche;Generic Model 2;White;68764;Used
981;Lexus;Generic Model 1;White;198575;New
982;BMW;Generic Model 1;Black;30484;Used
983;Porsche;Generic Model 2;Blue;75780;Used
984;Volvo;Generic Model 1;White;143434;New
985;Lexus;Generic Model 1;Blue;124889;Used
986;Subaru;Generic Model 2;Black;60010;New
987;Jeep;Generic Model 2;Black;41953;Used
988;Volvo;Generic Model 2;Blue;25926;New
989;Hyundai;Generic Model 1;White;46986;New
990;Jaguar;Generic Model 3;Black;60015;New
991;Volvo;Generic Model 3;Black;54160;New
992;Hyundai;Generic Model 1;Silver;142985;New
993;Honda;Civic;Blue;72658;New
994;Honda;Civic;Green;42561;New
995;Lexus;Generic Model 3;White;20424;Used
996;Honda;Odyssey;Black;191402;New
997;Toyota;Camry;Red;122299;Used
998;Lexus;Generic Model 2;Black;130594;Used
999;Volkswagen;Generic Model 1;White;195229;New
1000;Tesla;Generic Model 2;Blue;58301;New
1001;Subaru;Generic Model 3;Silver;170804;Used
1002;Jeep;Generic Model 2;Silver;22008;Used
1003;Honda;Odyssey;White;107770;Used
1004;Mercedes-Benz;Generic Model 2;Blue;129021;New
1005;Subaru;Generic Model 2;Red;109291;Used
1006;Volkswagen;Generic Model 1;Red;27497;Used
1007;Audi;Generic Model 2;White;23537;New
1008;Toyota;Corolla;Green;26896;Used
1009;Chevrolet;Generic Model 2;Silver;19573;Used
1010;Mercedes-Benz;Generic Model 2;White;156687;Used
1011;Porsche;Generic Model 1;Silver;126467;New
1012;Jeep;Generic Model 1;Black;47109;New
1013;Porsche;Generic Model 3;White;122989;Used
1014;Kia;Generic Model 3;Green;147935;Used
1015;Volvo;Generic Model 2;Blue;155874;New
1016;Mercedes-Benz;Generic Model 1;Green;182662;New
1017;Volkswagen;Generic Model 1;Blue;91183;Used
1018;Tesla;Generic Model 2;Red;64685;New
1019;Hyundai;Generic Model 3;Black;11344;New
1020;Toyota;Highlander;Black;189390;New
1021;Chevrolet;Generic Model 1;Black;165772;New
1022;Jeep;Generic Model 3;Green;94391;New
1023;Chevrolet;Generic Model 2;Red;58004;Used
1024;Volkswagen;Generic Model 1;Blue;78;Used
1025;Volkswagen;Generic Model 2;Silver;107052;Used
1026;Ford;Escape;Red;82843;Used
1027;Porsche;Generic Model 2;Red;16603;New
1028;Kia;Generic Model 1;Silver;29685;Used
1029;Jeep;Generic Model 1;Red;157158;Used
1030;Chevrolet;Generic Model 2;Green;64056;Used
1031;Mazda;Generic Model 3;Black;59580;Used
1032;Honda;Accord;Red;24685;Used
1033;Jeep;Generic Model 3;Silver;148093;New
1034;Honda;Odyssey;White;106296;New
1035;Hyundai;Generic Model 2;Silver;42898;New
1036;Tesla;Generic Model 3;Black;113645;New
1037;Jeep;Generic Model 1;White;140401;New
