ID;Brand;Price
1324;Nissan;58466
1325;Chevrolet;18932
1326;BMW;69519
1327;Subaru;71169
1328;Hyundai;8165
1329;Jeep;25608
1330;Kia;26572
1331;Subaru;45180
1332;Lexus;76620
1333;Mercedes-Benz;22178
1334;Mercedes-Benz;28141
1335;Tesla;50591
1336;Land Rover;27061
1337;Hyundai;32382
1338;Volkswagen;21438
1339;Nissan;22506
1340;Volvo;73590
1341;Hyundai;51589
1342;Ford;32334
1343;Hyundai;56620
1344;Ford;58756
1345;Ford;62286
1346;Tesla;20883
1347;Jaguar;28049
1348;Nissan;32557
1349;Volvo;13142
1350;Volkswagen;32501
1351;Jeep;35684
1352;Chevrolet;13935
1353;Land Rover;41071
1354;Jaguar;47575
1355;Tesla;74023
1356;Jeep;30285
1357;Honda;11817
1358;Jeep;44107
1359;Chevrolet;30114
1360;Volkswagen;40427
1361;Audi;65316
1362;Mazda;14968
1363;Tesla;18520
1364;Ford;67839
1365;Jaguar;30497
1366;Porsche;73180
1367;Porsche;79509
1368;Audi;73546
1369;Volvo;50086
1370;BMW;52964
1371;Land Rover;23296
1372;Kia;16325
1373;Tesla;34746
1374;Chevrolet;32821
1375;Kia;50693
1376;Nissan;35951
1377;Volvo;46614
1378;BMW;46252
1379;Chevrolet;66803
1380;Chevrolet;6222
1381;Jaguar;53811
1382;Ford;32386
1383;Jeep;59899
1384;Tesla;24193
1385;Ford;36211
1386;Volvo;62308
1387;Nissan;11365
1388;Kia;75911
1389;Mazda;30714
1390;Hyundai;9454
1391;Hyundai;19575
1392;BMW;23387
1393;Lexus;24937
1394;Lexus;27191
1395;Volvo;37247
1396;Audi;52568
1397;Honda;47950
1398;Porsche;49083
1399;Subaru;40461
1400;Lexus;55721
1401;Kia;25183
1402;Honda;78367
1403;Toyota;32935
1404;Subaru;67963
1405;Ford;40744
1406;Mercedes-Benz;79846
1407;Nissan;23282
1408;Volvo;42776
1409;Kia;12809
1410;Subaru;10095
1411;Honda;54363
1412;Hyundai;17144
1413;Tesla;68956
1414;Jaguar;6235
1415;Ford;58941
1416;Chevrolet;36478
1417;Chevrolet;13290
1418;Tesla;5591
1419;Mercedes-Benz;55490
1420;Porsche;44031
1421;Jaguar;42325
1422;BMW;73759
1423;Lexus;31386
1424;Volvo;19186
1425;Volkswagen;68788
1426;Ford;60230
1427;Jeep;36390
1428;Volkswagen;53541
1429;Tesla;15531
1430;Kia;70613
1431;Toyota;75140
1432;Tesla;24215
1433;Nissan;48731
1434;Ford;33928
1435;Subaru;73939
1436;Land Rover;55454
1437;Honda;22363
1438;Ford;13706
1439;Toyota;36350
1440;Chevrolet;40951
1441;Audi;31668
1442;Toyota;64360
1443;Volkswagen;27433
1444;Volkswagen;31938
1445;Nissan;71081
1446;BMW;5854
1447;Mercedes-Benz;35181
1448;Subaru;76167
1449;BMW;45006
1450;Hyundai;18204
1451;Mazda;38039
1452;Audi;47699
1453;Lexus;9505
1454;Toyota;46742
1455;Land Rover;77538
1456;Nissan;53332
1457;Chevrolet;14908
1458;Hyundai;77033
1459;Kia;50643
1460;Mercedes-Benz;43371
1461;Kia;37843
1462;Porsche;63916
1463;Ford;62050
1464;Ford;23436
1465;Kia;65717
1466;Volkswagen;64898
1467;Tesla;55482
1468;Volkswagen;77458
1469;Honda;10146
1470;Mazda;39813
1471;Ford;54296
1472;Land Rover;52514
1473;Volvo;23061
1474;Ford;24619
1475;Lexus;65266
1476;Kia;62767
1477;Volkswagen;41335
1478;Ford;34148
1479;Lexus;40723
1480;Land Rover;19258
1481;Mazda;38110
1482;Audi;60686
1483;Toyota;60177
1484;Mazda;34032
1485;Volkswagen;16400
1486;Mazda;15341
1487;Volvo;38231
1488;BMW;69408
1489;Hyundai;25713
1490;Nissan;35106
1491;Volkswagen;62683
1492;Jeep;14551
1493;Honda;54763
1494;Land Rover;38391
1495;Nissan;46635
1496;Kia;69246
1497;Volvo;33305
1498;BMW;50964
1499;BMW;16388
1500;Kia;30199
1501;Mercedes-Benz;41679
1502;Volvo;43994
1503;Toyota;43985
1504;Hyundai;75125
1505;Land Rover;52422
1506;Lexus;6948
1507;Kia;77961
1508;Mazda;20818
1509;Chevrolet;61541
1510;Porsche;23885
1511;Porsche;33724
1512;Tesla;21461
1513;Volkswagen;41648
1514;Land Rover;58141
1515;Mercedes-Benz;23716
1516;Nissan;58693
1517;Volvo;77670
1518;BMW;74272
1519;Lexus;61652
1520;Lexus;55660
1521;Hyundai;72614
1522;Jaguar;14623
1523;BMW;33893
1524;Toyota;29897
1525;Volkswagen;19278
1526;Volvo;54107
1527;Toyota;18180
1528;Kia;61955
1529;Tesla;56574
1530;Kia;75115
1531;Subaru;31910
1532;Chevrolet;50716
1533;Nissan;54453
1534;Hyundai;76878
1535;Lexus;33362
1536;Nissan;60891
1537;Toyota;17909
1538;Honda;34477
1539;Jaguar;50598
1540;Subaru;18702
1541;Tesla;59046
1542;Kia;16859
1543;Lexus;79194
1544;Porsche;12351
1545;Mazda;38916
1546;Subaru;55533
1547;Nissan;9940
1548;Volvo;27587
1549;Subaru;49878
1550;Nissan;76363
1551;Volvo;43149
1552;Jaguar;42050
1553;Hyundai;74749
1554;Audi;34512
1555;Lexus;52213
1556;Porsche;78553
1557;Honda;40308
1558;Porsche;28014
1559;Toyota;65091
1560;Kia;66814
1561;Mercedes-Benz;62130
1562;Chevrolet;63838
1563;Jeep;35450
1564;Lexus;44966
1565;Lexus;61766
1566;BMW;44604
1567;Volvo;71196
1568;Subaru;50426
1569;Nissan;72010
1570;Honda;8082
1571;BMW;24857
1572;Ford;73611
1573;Mercedes-Benz;11887
1574;Subaru;72020
1575;Jeep;49954
1576;Land Rover;63128
1577;Mazda;16020
1578;Lexus;70149
1579;Audi;62462
1580;Subaru;73457
1581;Tesla;51921
1582;Tesla;46265
1583;Jaguar;53940
1584;Chevrolet;58249
1585;Honda;30371
1586;Audi;26611
1587;Mazda;24993
1588;Mercedes-Benz;27188
1589;Hyundai;70541
1590;Kia;72571
1591;Volvo;18571
1592;Mercedes-Benz;78059
1593;BMW;23557
1594;Mazda;59473
1595;Subaru;43919
1596;Jeep;47780
1597;Audi;13374
1598;Audi;66196
1599;Porsche;76492
1600;Subaru;38286
1601;Kia;22630
1602;Subaru;54753
1603;Toyota;40161
1604;Audi;24552
1605;Mazda;42814
1606;Volvo;68977
1607;Toyota;47895
1608;Jaguar;61289
1609;Lexus;30067
1610;Land Rover;48383
1611;Land Rover;5675
1612;Nissan;73210
1613;Jaguar;60462
1614;Volkswagen;53322
1615;Land Rover;15898
1616;Nissan;15083
1617;Nissan;12479
1618;BMW;37513
1619;Subaru;52692
1620;Land Rover;17527
1621;Hyundai;31449
1622;Volvo;69722
1623;Porsche;35408
1624;Honda;17249
1625;Mercedes-Benz;50353
1626;Nissan;9307
1627;Volkswagen;15024
1628;Nissan;17934
1629;Subaru;54608
1630;Volvo;13473
1631;Mazda;50481
1632;Honda;22164
1633;Chevrolet;45376
1634;Volvo;32280
1635;Subaru;67484
1636;BMW;65272
1637;Volvo;12044
1638;Volkswagen;22191
1639;Volvo;18158
1640;Mercedes-Benz;38430
1641;BMW;76053
1642;Volkswagen;13690
1643;BMW;39056
1644;Subaru;60201
1645;Mazda;59133
1646;Chevrolet;53567
1647;Jaguar;75715
1648;Volvo;75898
1649;Jaguar;26630
1650;Nissan;45877
1651;Nissan;32438
1652;BMW;37360
1653;Honda;74011
1654;Jaguar;11786
1655;Subaru;53610
1656;Toyota;21345
1657;Porsche;69050
1658;Ford;79810
1659;Honda;76577
1660;Honda;58828
1661;Mercedes-Benz;79243
1662;Jeep;52604
1663;Chevrolet;64593
1664;Chevrolet;42215
1665;Volvo;17510
1666;Audi;19557
1667;Land Rover;41206
1668;Jaguar;7488
1669;Volkswagen;38791
1670;Lexus;46487
1671;Land Rover;32063
1672;Mercedes-Benz;33997
1673;Land Rover;71605
1674;Kia;52685
1675;Mercedes-Benz;24005
1676;Honda;35590
1677;Honda;25155
1678;Hyundai;75957
1679;Land Rover;17180
1680;Mazda;6550
1681;Hyundai;47430
1682;Nissan;77755
1683;Nissan;59973
1684;Volvo;28110
1685;Subaru;5291
1686;Subaru;36974
1687;Land Rover;45445
1688;Chevrolet;52743
1689;Land Rover;70279
1690;Hyundai;40463
1691;Subaru;78373
1692;Mazda;78305
1693;Nissan;49538
1694;Lexus;36267
1695;Toyota;32966
1696;Jaguar;40927
1697;Audi;64004
1698;Subaru;66287
1699;Jeep;28029
1700;Chevrolet;62137
1701;Ford;34020
1702;Honda;44051
1703;Subaru;69751
1704;Toyota;13335
1705;Hyundai;32014
1706;Kia;56061
1707;Jaguar;64127
1708;Volkswagen;32404
1709;Chevrolet;67249
1710;Subaru;18203
1711;Volkswagen;23668
1712;Volkswagen;25371
1713;Toyota;44117
1714;Volkswagen;74969
1715;Mazda;47409
1716;Honda;25443
1717;Volvo;33409
1718;Kia;33506
1719;Porsche;70462
1720;Mazda;14545
1721;Jaguar;61096
1722;BMW;71435
1723;Kia;9807
1724;Chevrolet;28978
1725;Volvo;24549
1726;Honda;12449
1727;Porsche;50251
1728;Hyundai;53277
1729;Jeep;45734
1730;BMW;24604
1731;Mazda;74202
1732;Hyundai;20911
1733;Lexus;8515
1734;Jeep;45650
1735;Honda;74421
1736;Chevrolet;33706
1737;Kia;62235
1738;Porsche;14419
1739;Volkswagen;72562
1740;Ford;39007
1741;BMW;52466
1742;Ford;30107
1743;Kia;6421
1744;Tesla;79595
1745;Mazda;53777
1746;Audi;78972
1747;Land Rover;48543
1748;Ford;55197
1749;Ford;59207
1750;Chevrolet;18195
1751;Hyundai;58935
1752;Honda;43255
1753;Ford;37029
1754;Volkswagen;60670
1755;BMW;53759
1756;Hyundai;39832
1757;Volvo;70707
1758;Jeep;17287
1759;Volvo;52533
1760;Mercedes-Benz;21521
1761;Ford;55914
1762;Jaguar;64037
1763;BMW;40527
1764;Tesla;28759
1765;Chevrolet;51328
1766;Mercedes-Benz;35558
1767;Mazda;65636
1768;Mercedes-Benz;5957
1769;Ford;73110
1770;Land Rover;20686
1771;Toyota;26059
1772;Audi;14183
1773;Tesla;73759
1774;Honda;67861
1775;Volkswagen;46651
1776;Porsche;34422
1777;Mercedes-Benz;30918
1778;Jaguar;15020
1779;BMW;25582
1780;BMW;78117
1781;Chevrolet;79837
1782;Subaru;38753
1783;Hyundai;76453
1784;Ford;67801
1785;Volvo;33783
1786;Ford;17005
1787;Volvo;71244
1788;Chevrolet;8646
1789;BMW;45174
1790;Nissan;24026
1791;Kia;23471
1792;Land Rover;54862
1793;Volkswagen;61469
1794;Porsche;76265
1795;Tesla;41502
1796;Nissan;62351
1797;Honda;19267
1798;Land Rover;30435
1799;Jaguar;55523
1800;BMW;14489
1801;Mercedes-Benz;49711
1802;Hyundai;35886
1803;Tesla;13412
1804;Subaru;6742
1805;Toyota;75394
1806;Nissan;15455
1807;BMW;66338
1808;Ford;41039
1809;Toyota;43931
1810;Jaguar;52476
1811;Jaguar;57149
1812;Nissan;39228
1813;Volvo;49725
1814;Jeep;65053
1815;Chevrolet;37640
1816;Porsche;27594
1817;Audi;21384
1818;Toyota;55543
1819;BMW;53218
1820;BMW;30303
1821;Mazda;15127
1822;Subaru;63190
1823;Jeep;31280
1824;Honda;50219
1825;Jaguar;52369
1826;Kia;26071
1827;Subaru;44459
1828;Subaru;25963
1829;Honda;39174
1830;Ford;39974
1831;Land Rover;61183
1832;BMW;67949
1833;Mercedes-Benz;61417
1834;Mazda;22240
1835;Jaguar;17134
1836;BMW;8531
1837;Jeep;17353
1838;Volkswagen;45825
1839;Jeep;55208
1840;Audi;23750
1841;Lexus;48741
1842;Subaru;77668
1843;Land Rover;54303
1844;Tesla;21372
1845;Volkswagen;9826
1846;Ford;5097
1847;BMW;47920
1848;Toyota;57151
1849;Porsche;9880
1850;Jaguar;27204
1851;Volkswagen;48030
1852;Mazda;73234
1853;Porsche;74457
1854;Ford;6573
1855;Lexus;22262
1856;Porsche;76123
1857;Nissan;45797
1858;Audi;70156
1859;Mercedes-Benz;25828
1860;Volvo;58462
1861;Tesla;55840
1862;Kia;45809
1863;Toyota;63648
1864;BMW;26974
1865;Volkswagen;54840
1866;Honda;18709
1867;Volvo;33134
1868;Nissan;18369
1869;Toyota;26457
1870;Nissan;59495
1871;Mercedes-Benz;14790
1872;Lexus;45975
1873;Jaguar;37100
1874;BMW;29460
1875;Jeep;14109
1876;Chevrolet;30119
1877;Lexus;60722
1878;Mercedes-Benz;72638
1879;Audi;36202
1880;Land Rover;61675
1881;Mercedes-Benz;9530
1882;Jaguar;19484
1883;Volvo;50586
1884;BMW;9275
1885;Volvo;10427
1886;Subaru;42787
1887;Subaru;35972
1888;Land Rover;57624
1889;Audi;58394
1890;Kia;7969
1891;Nissan;38209
1892;Porsche;11150
1893;Land Rover;14743
1894;Mazda;60272
1895;Lexus;18991
1896;Audi;29897
1897;Honda;40193
1898;Audi;75416
1899;Volkswagen;27135
1900;Audi;9111
1901;Volvo;7639
1902;Nissan;68786
1903;Audi;26321
1904;Ford;23343
1905;Honda;51797
1906;Chevrolet;36729
1907;Porsche;70903
1908;Volvo;33556
1909;Chevrolet;45788
1910;Nissan;20619
1911;Nissan;33834
1912;Jaguar;10240
1913;Hyundai;51684
1914;Toyota;29337
1915;Nissan;8044
1916;Volkswagen;54888
1917;Porsche;20149
1918;Hyundai;45079
1919;Ford;37591
1920;Jeep;37167
1921;Tesla;78990
1922;Mazda;15919
1923;Honda;21554
1924;Subaru;49357
1925;BMW;42429
1926;Volkswagen;6207
1927;Volvo;21671
1928;Porsche;66958
1929;Nissan;39022
1930;Volkswagen;36685
1931;Porsche;32657
1932;Porsche;24924
1933;Volvo;18984
1934;Nissan;35623
1935;Kia;60785
1936;Jeep;50398
1937;Mazda;15280
1938;Land Rover;10159
1939;Volkswagen;68040
1940;Jeep;77701
1941;Mercedes-Benz;15213
1942;Kia;42738
1943;Chevrolet;18516
1944;Volvo;25812
1945;Mazda;37832
1946;Hyundai;65618
1947;Ford;70653
1948;Ford;35951
1949;Jaguar;29752
1950;Chevrolet;62289
1951;Chevrolet;42511
1952;Mercedes-Benz;46349
1953;Porsche;60442
1954;Porsche;29019
1955;Mercedes-Benz;31735
1956;Mazda;6418
1957;Kia;77909
1958;Jaguar;17004
1959;Mazda;14331
1960;Chevrolet;76785
1961;Mazda;69972
1962;Mazda;33237
1963;Subaru;6328
1964;Lexus;69440
1965;Chevrolet;60031
1966;Volkswagen;14775
1967;Hyundai;44346
1968;Chevrolet;26515
1969;Volvo;18106
1970;Jeep;75813
1971;Audi;36324
1972;Toyota;73753
1973;Lexus;14201
1974;Nissan;56130
1975;Honda;21107
1976;Lexus;41906
1977;Nissan;8440
1978;Mercedes-Benz;61894
1979;Jeep;9642
1980;Subaru;34341
1981;Mazda;78455
1982;Mazda;10187
1983;Nissan;78073
1984;Volvo;64706
1985;Tesla;38434
1986;Hyundai;79833
1987;Jeep;39766
1988;Subaru;59520
1989;Mazda;15741
1990;Mercedes-Benz;25119
1991;Volvo;76702
1992;Lexus;53009
1993;Tesla;56913
1994;Toyota;57144
1995;Volkswagen;78726
1996;Chevrolet;65000
1997;Porsche;42874
1998;Jeep;56076
1999;Ford;16090
2000;Toyota;35569
2001;Audi;52126
2002;Nissan;74880
2003;Kia;65832
2004;Audi;5551
2005;Tesla;72961
2006;Subaru;63233
2007;Kia;61701
2008;Chevrolet;31627
2009;Porsche;25111
2010;Honda;27548
2011;Subaru;56138
2012;Mazda;72149
2013;Ford;77226
2014;Nissan;73972
2015;Volvo;48110
2016;Kia;16460
2017;Jeep;8354
2018;Kia;72985
2019;Ford;12580
2020;Mercedes-Benz;42381
2021;Subaru;75629
2022;Ford;54885
2023;Jaguar;54724
2024;Land Rover;65932
2025;Volvo;21186
2026;Audi;77624
2027;Mazda;59360
2028;Toyota;36490
2029;Kia;56985
2030;Toyota;25608
2031;Tesla;36668
2032;Toyota;9279
2033;Lexus;38778
2034;Ford;23207
2035;Jeep;77884
2036;Audi;6938
2037;Jaguar;45675
2038;Mercedes-Benz;60098
2039;Porsche;76106
2040;Mazda;6773
2041;Volvo;57434
2042;Lexus;54343
2043;Mercedes-Benz;51676
2044;Jaguar;66610
2045;Mazda;76865
2046;Hyundai;59900
2047;Volvo;31228
2048;Audi;15539
2049;Subaru;57242
2050;Lexus;73086
2051;Toyota;16552
2052;Volvo;78325
2053;Mercedes-Benz;33716
2054;Ford;34095
2055;Tesla;77770
2056;Jeep;9335
2057;Mercedes-Benz;5366
2058;Volvo;37014
2059;Lexus;37425
2060;Volvo;18092
2061;Volkswagen;19545
2062;Jaguar;40265
2063;Lexus;78303
2064;Chevrolet;23767
2065;Volkswagen;56641
2066;Ford;17474
2067;Chevrolet;74005
2068;Mazda;12853
2069;Lexus;76533
2070;Jeep;36705
2071;Ford;45187
2072;Porsche;24512
2073;Jaguar;17556
2074;Mazda;43332
2075;Ford;27271
2076;Chevrolet;52144
2077;Lexus;5433
2078;Mercedes-Benz;26268
2079;BMW;16236
2080;Nissan;16302
2081;Tesla;46362
2082;Jaguar;38648
2083;Audi;76230
2084;Honda;59979
2085;Volkswagen;28438
2086;Hyundai;5083
2087;Jeep;27440
2088;Tesla;38812
2089;Jeep;40602
2090;BMW;23345
2091;Toyota;52661
2092;Nissan;26251
2093;BMW;67350
2094;Ford;53389
2095;Mercedes-Benz;9580
2096;Mercedes-Benz;7779
2097;Audi;41213
2098;Chevrolet;54954
2099;Hyundai;45921
2100;Volkswagen;38846
2101;BMW;26635
2102;Volkswagen;10731
2103;Volkswagen;29803
2104;Mercedes-Benz;74139
2105;Chevrolet;66510
2106;Tesla;15579
2107;Chevrolet;30052
2108;Hyundai;38243
2109;Tesla;50938
2110;Audi;24065
2111;Subaru;20991
2112;Ford;79256
2113;Mazda;62513
2114;Volkswagen;23746
2115;Kia;25741
2116;Mercedes-Benz;16465
2117;Kia;12545
2118;Lexus;21629
2119;Hyundai;6858
2120;Porsche;32916
2121;BMW;34733
2122;Toyota;41909
2123;Jaguar;72806
2124;Mercedes-Benz;35099
2125;Subaru;43488
2126;Lexus;5819
2127;Volvo;56856
2128;Lexus;25349
2129;Jaguar;57258
2130;Audi;55990
2131;Mercedes-Benz;36632
2132;Chevrolet;72678
2133;Honda;22712
2134;Volkswagen;50670
2135;BMW;71782
2136;Land Rover;60275
2137;Mercedes-Benz;17282
2138;Kia;75080
2139;Tesla;29994
2140;Chevrolet;40784
2141;Chevrolet;49429
2142;Kia;49901
2143;Mazda;10585
2144;Jeep;29125
2145;Tesla;34727
2146;Jaguar;61331
2147;Nissan;21606
2148;Jeep;56349
2149;BMW;38877
2150;Toyota;70938
2151;Chevrolet;26507
2152;Kia;25938
2153;Mazda;69647
2154;Volkswagen;5173
2155;Audi;55019
2156;Porsche;49871
2157;Porsche;6140
2158;Jaguar;18674
2159;Subaru;24633
2160;Audi;33611
2161;Subaru;34445
2162;Porsche;34541
2163;Mazda;69062
2164;Hyundai;15717
2165;Jeep;62466
2166;Jeep;54835
2167;Audi;11562
2168;Lexus;28277
2169;Mercedes-Benz;34829
2170;Lexus;58678
2171;Land Rover;31824
2172;Jeep;68563
2173;Mazda;18838
2174;Mazda;50633
2175;Jeep;12158
2176;Mazda;32843
2177;Jeep;63643
2178;Chevrolet;11651
2179;Hyundai;48497
2180;Lexus;23532
2181;Volvo;62621
2182;Kia;9950
2183;Jeep;16572
2184;Chevrolet;61090
2185;Honda;75168
2186;Honda;25723
2187;Jeep;10123
2188;Ford;40874
2189;Jaguar;34580
2190;Jaguar;71080
2191;Jeep;14628
2192;Audi;19736
2193;Jeep;30667
2194;Honda;13044
2195;Jaguar;36497
2196;Jaguar;57791
2197;Hyundai;70840
2198;Honda;49021
2199;Lexus;61220
2200;Porsche;12633
2201;Hyundai;47828
2202;Kia;43935
2203;Jeep;37076
2204;Chevrolet;13363
2205;Honda;64167
2206;Volkswagen;6870
2207;Jaguar;17527
2208;Chevrolet;73116
2209;Land Rover;38007
2210;Ford;75897
2211;Volkswagen;56846
2212;Hyundai;7376
2213;Hyundai;34244
2214;Ford;17909
2215;Honda;26597
2216;Porsche;30929
2217;Jeep;30393
2218;Lexus;66655
2219;Nissan;5398
2220;Jaguar;70711
2221;Chevrolet;72178
2222;Volvo;6546
2223;Hyundai;38624
2224;Mazda;36646
2225;Chevrolet;65316
2226;Nissan;77827
2227;Hyundai;5009
2228;Lexus;74091
2229;Tesla;47516
2230;Volkswagen;34176
2231;Subaru;17855
2232;Chevrolet;6828
2233;Tesla;10525
2234;Jeep;21631
2235;Jaguar;75647
2236;Subaru;50722
2237;Volvo;38778
2238;Nissan;23625
2239;Honda;57163
2240;Jeep;10351
2241;Audi;75127
2242;Mercedes-Benz;56537
2243;Honda;53696
2244;Mazda;51492
2245;Chevrolet;33169
2246;Ford;54116
2247;Land Rover;68845
2248;Nissan;62791
2249;Porsche;24787
2250;Volkswagen;24161
2251;Mazda;64541
2252;Jeep;43006
2253;Honda;28777
2254;Jeep;79818
2255;Ford;40108
2256;Tesla;60990
2257;Jeep;22285
2258;Mazda;47482
2259;Audi;65365
2260;Volkswagen;8970
2261;Nissan;75762
2262;Mercedes-Benz;18819
2263;BMW;23840
2264;Kia;36190
2265;Tesla;59390
2266;Honda;43255
2267;Volkswagen;22792
2268;Kia;28869
2269;Lexus;36176
2270;Honda;79130
2271;Volkswagen;10577
2272;Audi;44540
2273;Tesla;17336
2274;Kia;54076
2275;Porsche;59239
2276;Hyundai;7336
2277;Subaru;34770
2278;Hyundai;78356
2279;Chevrolet;13779
2280;Lexus;58951
2281;Lexus;62353
2282;Nissan;37697
2283;Volkswagen;69929
2284;Porsche;18068
2285;Mazda;54178
2286;Honda;76984
2287;Ford;53746
2288;Ford;62723
2289;Nissan;11772
2290;Chevrolet;53497
2291;Mercedes-Benz;7988
2292;Subaru;70709
2293;Hyundai;51360
2294;BMW;60867
2295;Porsche;76565
2296;Subaru;30444
2297;Toyota;42201
2298;Chevrolet;55525
2299;Kia;58327
2300;Porsche;47723
2301;Chevrolet;76483
2302;Porsche;8376
2303;Volvo;53645
2304;Volvo;64073
2305;Land Rover;73501
2306;Mercedes-Benz;25768
2307;Land Rover;58779
2308;BMW;8002
2309;Kia;57223
2310;Mercedes-Benz;48323
2311;Toyota;12078
2312;Honda;52489
2313;Mazda;24563
2314;Tesla;68719
2315;Ford;46615
2316;Porsche;21318
2317;Toyota;72870
2318;Ford;49758
2319;Hyundai;24418
2320;Porsche;76961
2321;Porsche;26716
2322;Honda;74314
2323;Lexus;77039
2324;Volkswagen;61583
2325;Tesla;41599
2326;Audi;40224
2327;Mazda;12167
2328;Jeep;46050
2329;BMW;44535
2330;Volkswagen;6821
2331;Mercedes-Benz;25390
2332;Tesla;8740
2333;Subaru;77852
2334;Audi;77024
2335;Honda;32201
2336;Kia;78646
2337;Land Rover;60680
2338;Nissan;58875
2339;Ford;43398
2340;Jeep;30112
2341;Land Rover;63980
2342;Jeep;79022
2343;Kia;16634
2344;Hyundai;42203
2345;Honda;23606
2346;Toyota;42598
2347;Toyota;72035
2348;Land Rover;64246
2349;Mazda;65989
2350;Hyundai;34383
2351;Ford;43748
2352;Jaguar;22971
2353;Land Rover;37214
2354;Porsche;19368
2355;Mercedes-Benz;75187
2356;Audi;47156
2357;Volkswagen;70188
2358;Mercedes-Benz;17007
2359;Chevrolet;31840
2360;Land Rover;36533
2361;Jeep;7859
2362;Jaguar;17530
2363;Audi;31423
2364;BMW;22945
2365;Honda;28077
2366;Land Rover;50970
2367;Volkswagen;21552
2368;Hyundai;19663
2369;Subaru;48065
2370;Mazda;18655
2371;Land Rover;68892
2372;Mercedes-Benz;22190
2373;Audi;38525
2374;Mercedes-Benz;29465
2375;Toyota;59084
2376;Audi;43110
2377;Porsche;69117
2378;Kia;8972
2379;Subaru;5857
2380;Volkswagen;27585
2381;BMW;41307
2382;Mazda;41108
2383;BMW;65900
2384;Hyundai;9437
2385;Tesla;14301
2386;Subaru;56172
2387;Subaru;38302
2388;Honda;49060
2389;Volvo;45152
2390;Mercedes-Benz;21889
2391;Mercedes-Benz;35495
2392;Hyundai;37695
2393;Mazda;69965
2394;Jaguar;79987
2395;Toyota;17990
2396;Jeep;46538
2397;Porsche;26689
2398;Toyota;42795
2399;Porsche;10786
2400;Mazda;17847
2401;Volkswagen;23527
2402;Jeep;21176
2403;Ford;22930
2404;Volkswagen;36814
2405;Nissan;11362
2406;Volkswagen;59857
2407;Mercedes-Benz;41363
2408;Ford;16757
2409;Volkswagen;30896
2410;Jeep;72899
2411;Ford;44497
2412;Jaguar;33974
2413;Jaguar;12041
2414;Hyundai;64067
2415;Volvo;11506
2416;Tesla;32423
2417;Chevrolet;22028
2418;Tesla;31664
2419;Kia;13296
2420;Jeep;52313
